location,dept,below 0,0-10,10-20,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,above 100
NV TUSCARORA,49,5.026881720430108,6.0,NaN,2.0,9.0,NaN,6.0,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,44,762.5173116089613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,38,11026.292849035188,10965.526315789473,11789.07142857143,10941.23076923077,11429.545454545454,12008.625,12529.5,12073.333333333334,12076.0,NaN,12645.0,NaN
ID EAGLE IDAHO,96,3790.9965034965035,4213.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Granite Crk,67,756.4055944055945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,31,416.91267123287673,374.63157894736844,414.7647058823529,349.39130434782606,416.0,407.0,449.9230769230769,446.6923076923077,437.55,534.0625,600.28,636.5376884422111
CA IMPERIAL,32,1726.4674657534247,1517.3157894736842,1424.1176470588234,1499.4782608695652,1455.2,1440.5,1388.5384615384614,1416.8076923076924,1503.6,1500.875,1522.16,1468.819095477387
MI KALKASKA,1,2141.147239263804,1558.5555555555557,1535.4,1582.0,1750.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,18,1674.488120950324,0.5,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ID EAGLE IDAHO,97,2881.5874125874125,2750.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,31,235.26951871657755,289.6363636363636,242.72727272727272,264.14285714285717,231.66666666666666,176.66666666666666,202.25,220.0,192.0,176.5,NaN,NaN
CO Nast Lake,45,1.2352941176470589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO Nast Lake,46,4676.763747454175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,71,197.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,33,1052.3698630136987,894.7894736842105,896.6470588235294,827.3913043478261,830.7333333333333,786.6428571428571,820.5384615384615,880.3846153846154,830.5,930.625,1080.4,1096.7788944723618
ID EAGLE IDAHO,98,1226.2482517482517,1145.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,2,6818.859918200409,7084.444444444444,7019.2,6951.0,6983.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,32,566.1893048128343,551.5454545454545,515.7272727272727,560.6666666666666,539.5,625.6666666666666,610.5,606.0,645.0,646.0,NaN,NaN
MT GINGER MONTANA,19,107.70010449320795,159.5,95.0,183.0,260.5,190.0,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,33,422.34010695187163,383.72727272727275,326.3636363636364,378.3809523809524,333.0,316.6666666666667,279.25,252.0,326.0,331.5,NaN,NaN
GA EDISON,79,1576.9515151515152,1603.0714285714287,1609.1176470588234,1538.9130434782608,1547.75,1435.578947368421,1508.642857142857,1424.25,1474.6,1445.6666666666667,1614.5,NaN
MI KALKASKA,3,2077.730061349693,3592.5555555555557,1371.6,1137.5,1790.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,10,1555.5327669902913,1583.7,1512.4333333333334,1504.4848484848485,1432.5,1483.8947368421052,1647.6923076923076,1480.6666666666667,1509.888888888889,1827.8,NaN,1693.857142857143
WA Thunder Basin,72,4609.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,34,2620.7671232876714,2748.0,2716.470588235294,2455.086956521739,2630.5333333333333,2382.5714285714284,2338.5384615384614,2497.6153846153848,2463.65,2457.125,2376.36,2412.236180904523
WI HALES CORNERS-WHITNALL PK,40,8444.526701570681,8341.818181818182,8335.444444444445,8114.0,8440.0,8670.75,8515.5,9587.0,8838.0,9709.0,NaN,NaN
CO Nast Lake,47,-1.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ID EAGLE IDAHO,99,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,20,770.8108384458078,817.2222222222222,841.6,904.5,787.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,34,1610.2877005347593,1629.3636363636363,1684.909090909091,1756.7142857142858,1683.3333333333333,2024.6666666666667,1761.5,1650.0,1820.0,2074.0,NaN,NaN
AK Summit Creek,51,2.1675675675675676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,11,1187.633495145631,1604.95,1483.8,1555.909090909091,1522.590909090909,1528.8947368421052,1639.5384615384614,1297.2666666666667,1380.7777777777778,2336.4,NaN,2133.714285714286
MI KALKASKA,4,2763.770961145194,2851.222222222222,2639.8,2663.5,2676.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,40,5034.586118251928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,35,515.5154109589041,559.7894736842105,479.0,517.1304347826087,529.6,444.2142857142857,434.6923076923077,496.15384615384613,485.75,522.125,477.56,477.8291457286432
WI HALES CORNERS-WHITNALL PK,41,193.15078534031414,124.63636363636364,87.88888888888889,59.2,45.0,62.0,63.0,33.5,42.5,44.0,NaN,NaN
AK Summit Creek,52,103.144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,5,2302.09918200409,1793.888888888889,1969.8,1808.0,1951.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,12,336.497572815534,357.4,352.0,361.90909090909093,345.09090909090907,355.57894736842104,390.7692307692308,338.6,347.44444444444446,379.8,NaN,332.14285714285717
WI HALES CORNERS-WHITNALL PK,42,509.2376963350785,540.4545454545455,492.0,491.0,480.6666666666667,561.25,552.0,607.5,577.5,600.0,NaN,NaN
AK SALCHA ALASKA,41,306.1516709511568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,74,1040.769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,36,389.67808219178085,643.2631578947369,650.0588235294117,470.6521739130435,536.4666666666667,416.92857142857144,384.9230769230769,688.4230769230769,717.4,619.6875,509.24,586.8844221105528
CO Nast Lake,49,1700.4460285132384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,21,450.1390593047035,418.1111111111111,434.2,420.5,402.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,35,325.8192513368984,291.0,297.0,316.7142857142857,312.3333333333333,381.6666666666667,307.0,246.0,328.0,368.5,NaN,NaN
SD HOT SPRINGS,36,188.34866310160427,148.9090909090909,151.0909090909091,195.61904761904762,174.41666666666666,298.6666666666667,164.25,98.0,272.0,353.5,NaN,NaN
AK AURORA,52,4.0979020979020975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,42,1132.2776349614396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,6,569.3353783231083,511.1111111111111,556.8,479.0,495.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,22,1207.4130879345603,1005.3333333333334,1165.0,945.0,1200.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,37,556.875,534.5263157894736,556.7647058823529,555.8695652173913,545.8666666666667,570.5714285714286,551.9230769230769,557.5769230769231,554.5,558.375,541.92,557.8894472361809
TN WHITE HOUSE,13,1624.4599514563106,1649.35,1617.5333333333333,1603.3333333333333,1583.7727272727273,1568.6842105263158,1597.8461538461538,1647.0666666666666,1637.2222222222222,1685.2,NaN,1651.4285714285713
CA IMPERIAL,38,11460.547945205479,10769.105263157895,10697.882352941177,10984.347826086956,10300.133333333333,10873.42857142857,10136.615384615385,10407.26923076923,10515.95,10851.5,10385.84,10827.88944723618
MI KALKASKA,7,3494.0163599182006,2873.3333333333335,3054.8,3006.5,2457.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,14,677.1383495145631,582.45,569.7,552.5757575757576,550.1818181818181,582.7368421052631,622.7692307692307,586.0,632.3333333333334,682.0,NaN,624.0
LA ROBSON,80,3081.077181208054,3212.6470588235293,3159.1666666666665,3198.3529411764707,3167.095238095238,3224.0,3176.4545454545455,3285.5135135135133,3192.75,3262.5,3265.318181818182,3298.326923076923
SD HOT SPRINGS,37,426.80748663101605,415.6363636363636,417.54545454545456,414.9047619047619,395.1666666666667,377.6666666666667,382.5,385.0,387.0,380.0,NaN,NaN
MI KALKASKA,23,5257.959100204499,5629.333333333333,5365.6,5740.0,4911.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,1,2479.707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,44,636.7235602094241,567.0,546.0,492.4,520.3333333333334,535.75,517.5,544.5,583.5,548.0,NaN,NaN
AK Summit Creek,54,11.593886462882097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,24,1245.8026584867075,1684.6666666666667,897.8,881.5,865.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,8,2604.8783231083844,2541.1111111111113,2526.2,2641.0,2834.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,44,254.92030848329048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,55,1134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,81,3050.503355704698,3187.294117647059,3175.722222222222,3192.970588235294,3151.904761904762,3219.36,3132.4545454545455,3252.5945945945946,3154.7083333333335,3193.6785714285716,3176.9545454545455,3173.4423076923076
NM MOUNTAINAIR,52,4.223697650663943,4.25,4.0,3.5714285714285716,6.0,5.0,3.0,2.0,NaN,NaN,NaN,NaN
MT Bisson Creek,51,4.371794871794871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,45,2.08008658008658,1.6666666666666667,1.5,1.6666666666666667,2.0,NaN,NaN,NaN,2.0,NaN,NaN,NaN
AK Summit Creek,2,8358.326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,1,3169.6806282722514,2265.6363636363635,2274.5555555555557,2265.6,2366.6666666666665,2317.25,2359.5,2541.0,2420.0,2609.0,NaN,NaN
SD HOT SPRINGS,38,6379.549732620321,6428.363636363636,6443.090909090909,6251.0,6124.25,6614.333333333333,5962.0,4872.0,7860.0,6799.5,NaN,NaN
GA EDISON,10,10.442424242424243,12.5,13.411764705882353,13.521739130434783,15.5625,10.736842105263158,11.5,8.833333333333334,11.0,7.666666666666667,10.0,NaN
WA Thunder Basin,77,67.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,11,21.675757575757576,26.571428571428573,28.823529411764707,28.304347826086957,26.0625,28.105263157894736,28.714285714285715,26.833333333333332,21.4,22.0,22.5,NaN
WI HALES CORNERS-WHITNALL PK,46,4853.322513089005,5102.818181818182,5229.222222222223,5201.8,5133.0,5626.75,5402.5,5997.5,6442.0,6048.0,NaN,NaN
AK Summit Creek,3,1514.528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ID EAGLE IDAHO,31,5.393501805054152,11.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,25,2608.258691206544,2737.3333333333335,2634.6,2903.5,2583.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,55,0.3888888888888889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,2,9589.122513089005,10304.545454545454,10021.222222222223,9941.4,10172.333333333334,10335.75,10199.5,11234.0,10861.5,11456.0,NaN,NaN
WA Thunder Basin,78,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,52,234.4265734265734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,16,1095.3774271844661,1229.45,1190.6333333333334,1242.6060606060605,1265.5454545454545,1265.2105263157894,1385.3846153846155,1265.8666666666666,1233.111111111111,1553.4,NaN,1279.2857142857142
LA ROBSON,82,3508.1040268456377,2745.0,2795.3888888888887,2922.764705882353,2740.9523809523807,2742.2,2809.818181818182,2766.945945945946,2745.2916666666665,2946.285714285714,2864.2727272727275,2843.423076923077
AK SALCHA ALASKA,45,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,56,249.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,9,2332.284253578732,2687.1111111111113,2995.4,3332.5,2275.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,47,0.07246376811594203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,26,1520.2382413087935,1243.0,1266.8,1289.5,1094.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,56,49.9051724137931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,17,385.78276699029124,345.05,344.9,317.8181818181818,323.8636363636364,328.2105263157895,339.15384615384613,320.8666666666667,304.22222222222223,310.8,NaN,306.57142857142856
LA ROBSON,83,643.7986577181208,560.1764705882352,566.3888888888889,561.8235294117648,562.5238095238095,546.56,532.2727272727273,574.1351351351351,559.6666666666666,548.8571428571429,563.7727272727273,557.4615384615385
AK Summit Creek,4,4978.081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,80,3834.0041797283175,3735.5,3945.0,3898.0,3831.0,3779.0,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,79,1743.357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,46,2305.313624678663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,3,2881.2659685863873,5864.090909090909,3634.5555555555557,3261.6,4702.0,3721.25,4384.0,1960.0,1768.0,2266.0,NaN,NaN
GA EDISON,12,2.467576791808874,2.2142857142857144,2.411764705882353,2.6363636363636362,1.875,2.473684210526316,2.0714285714285716,1.75,1.4,2.6666666666666665,3.0,NaN
ID EAGLE IDAHO,32,2.232142857142857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,81,4219.688610240334,4097.0,4474.0,4159.0,3956.5,4016.0,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,13,995.6818181818181,975.8571428571429,1010.2352941176471,964.2173913043479,980.1875,939.4736842105264,914.7857142857143,912.3333333333334,977.4,871.0,890.5,NaN
AK SALCHA ALASKA,47,-16.839622641509433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,4,6384.832460732984,6866.272727272727,6517.222222222223,6520.6,6854.333333333333,6516.5,6551.0,7328.5,6909.5,7636.0,NaN,NaN
MT Bisson Creek,54,9.487603305785123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,58,471.933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,55,-1.3333333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,18,468.58970792767735,12.692307692307692,23.0,17.4,0.3,211.5,0.25,0.4444444444444444,0.0,0.0,NaN,4.333333333333333
MI KALKASKA,27,235.56646216768917,200.22222222222223,151.6,156.5,151.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,5,2673.633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,51,2.950657894736842,0.6666666666666666,1.5,1.0,0.5,1.2,0.2,2.0,0.0,0.6,0.0,0.0
WI HALES CORNERS-WHITNALL PK,5,3467.713089005236,2647.2727272727275,2695.8888888888887,2581.2,2781.3333333333335,2953.0,2634.5,2917.0,2595.0,3064.0,NaN,NaN
AK Summit Creek,6,498.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,49,1082.1340314136125,1254.1818181818182,1215.0,1107.0,1379.6666666666667,1187.25,1215.0,1103.5,1183.5,1090.0,NaN,NaN
AK Summit Creek,59,74.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,40,1522.4977324263039,1370.095238095238,1348.25,1372.6666666666667,1363.7142857142858,1411.3333333333333,1350.888888888889,1443.1666666666667,1563.3333333333333,1311.0,1444.25,1349.8
KS HORTON,52,136.34628975265016,122.10526315789474,131.0,125.0,122.35714285714286,121.33333333333333,124.73333333333333,126.18181818181819,123.5,112.18181818181819,114.55555555555556,119.0
MI KALKASKA,28,104.55725971370143,62.0,64.2,67.0,64.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,56,25.025751072961373,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,55,1012.4055944055945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,14,151.5818181818182,114.5,121.29411764705883,127.3913043478261,110.125,138.52631578947367,116.21428571428571,131.0,105.2,144.66666666666666,126.5,NaN
LA ROBSON,85,680.7013422818792,740.2352941176471,753.5,757.0,780.2380952380952,725.52,743.969696969697,761.7027027027027,786.9583333333334,774.4642857142857,777.9545454545455,745.1346153846154
TN WHITE HOUSE,19,105.2002427184466,84.0,87.76666666666667,101.0,88.54545454545455,105.21052631578948,113.6923076923077,115.86666666666666,111.66666666666667,72.6,NaN,88.71428571428571
MT GINGER MONTANA,82,3700.8871473354234,4036.0,3648.0,3826.0,3868.0,3921.0,NaN,NaN,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,41,8.4375,6.0,6.0,6.0,6.0,7.0,6.0,14.0,7.0,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,6,702.4973821989529,646.7272727272727,776.7777777777778,741.8,818.3333333333334,599.0,561.5,611.5,697.0,702.0,NaN,NaN
MT GINGER MONTANA,83,1320.4294670846396,1016.0,1249.0,1176.0,1170.5,1334.0,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,7,3001.939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,29,728.2924335378323,725.6666666666666,698.6,647.5,686.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,56,862.0352112676056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,49,-0.008571428571428572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,59,19.818181818181817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,54,13.409499358151477,16.526315789473685,17.818181818181817,10.578947368421053,13.357142857142858,11.133333333333333,10.333333333333334,17.0,9.4,12.181818181818182,20.77777777777778,6.705882352941177
AK Summit Creek,8,3611.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,16,44.24848484848485,47.07142857142857,46.05882352941177,46.869565217391305,42.0,46.63157894736842,41.42857142857143,47.166666666666664,34.8,45.0,44.5,NaN
CA HERNANDEZ CALIFORNIA,42,12.791403286978507,12.19047619047619,11.8125,12.148148148148149,11.571428571428571,12.25,11.333333333333334,14.333333333333334,11.0,9.0,11.75,14.2
LA ROBSON,87,2390.7248322147652,2219.235294117647,2189.3333333333335,2339.4117647058824,2307.5238095238096,2290.44,2424.242424242424,2329.4864864864867,2364.375,2377.785714285714,2379.4545454545455,2314.153846153846
WI HALES CORNERS-WHITNALL PK,7,5756.437696335079,4612.363636363636,4779.0,4776.6,4758.333333333333,5111.25,4558.0,5767.0,6481.5,6011.0,NaN,NaN
WA Thunder Basin,10,1829.216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,51,4.056521739130435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,8,5149.819895287958,5273.181818181818,5402.111111111111,5398.2,5349.333333333333,5409.5,5407.0,5776.5,5528.0,5955.0,NaN,NaN
MT GINGER MONTANA,85,601.4921630094044,569.5,593.0,677.0,645.5,641.0,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,59,12.337078651685394,7.0,8.0,7.0,11.0,23.0,7.0,4.0,NaN,NaN,NaN,NaN
AK Summit Creek,9,1544.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,58,90.77272727272727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,17,45.49090909090909,37.57142857142857,39.294117647058826,38.130434782608695,32.25,32.63157894736842,32.92857142857143,31.833333333333332,25.2,37.333333333333336,35.5,NaN
KS HORTON,55,1347.4028268551237,999.1052631578947,982.1818181818181,925.6842105263158,889.5714285714286,980.0666666666667,901.8666666666667,1083.4545454545455,839.6,942.4545454545455,995.6666666666666,803.6470588235294
KS HORTON,56,529.7656065959953,551.6315789473684,711.6363636363636,1090.0,467.7857142857143,508.1333333333333,527.4666666666667,957.2727272727273,524.6,383.27272727272725,382.77777777777777,347.8235294117647
ID EAGLE IDAHO,38,7973.93006993007,9284.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,59,14.52991452991453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,44,0.40217391304347827,0.5,2.0,1.2,0.0,1.0,0.0,0.0,NaN,NaN,NaN,0.0
WA Thunder Basin,11,2102.376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,9,2754.9895287958116,2982.818181818182,2961.1111111111113,3129.6,2850.0,3137.5,2840.5,3853.5,3836.5,4317.0,NaN,NaN
AK HIDDEN FALLS HATCHERY,52,336.65729166666665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GA EDISON,18,46.67588932806324,3.6666666666666665,13.0,10.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,87,2353.987460815047,2507.5,2522.0,2523.6666666666665,2768.0,2681.0,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,40,2422.7505720823797,2423.2,2441.222222222222,2414.56,2383.72,2304.529411764706,2366.777777777778,2237.480769230769,2278.6222222222223,2238.0,2182.795918367347,2258.622448979592
WA Thunder Basin,12,923.061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,71,1729.4545454545455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,46,354.5691609977324,330.1904761904762,308.4375,341.1111111111111,307.0,328.6666666666667,312.77777777777777,337.1666666666667,413.0,313.0,363.75,332.0
WA Thunder Basin,13,3160.716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,60,58.22377622377623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,54,12.885393258426966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,58,446.89612403100773,444.6,595.1428571428571,423.3333333333333,420.3333333333333,413.6,387.90909090909093,434.8,431.1111111111111,496.5,302.25,348.0
AK HIDDEN FALLS HATCHERY,55,1843.6833333333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,42,13.922196796338673,14.5,14.407407407407407,13.48,13.0,12.794117647058824,13.36111111111111,11.961538461538462,13.488888888888889,13.157894736842104,13.16326530612245,14.83673469387755
KS HORTON,59,41.081272084805654,26.473684210526315,29.09090909090909,24.05263157894737,25.571428571428573,23.933333333333334,21.6,32.09090909090909,23.9,22.363636363636363,30.11111111111111,22.352941176470587
WA Thunder Basin,14,1052.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,72,10977.23076923077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,56,581.4625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TN WHITE HOUSE,80,3.2666666666666666,NaN,0.0,0.6666666666666666,NaN,0.0,0.6666666666666666,1.0,NaN,NaN,NaN,NaN
LA ROBSON,20,905.3305369127517,979.4117647058823,1029.5555555555557,1021.8823529411765,1068.142857142857,1023.24,1101.090909090909,1156.2702702702702,1072.6666666666667,1180.6785714285713,1049.090909090909,1063.1153846153845
TN WHITE HOUSE,81,204.62864077669903,204.7,199.43333333333334,196.33333333333334,184.95454545454547,201.6315789473684,204.30769230769232,186.53333333333333,187.88888888888889,234.8,NaN,216.42857142857142
MI KALKASKA,90,1569.478527607362,1550.888888888889,1499.4,1542.0,1522.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UT Mammoth-Cottonwood,74,5289.993006993007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,44,0.5826771653543307,0.45454545454545453,0.3,0.3333333333333333,0.17647058823529413,0.46153846153846156,0.2631578947368421,0.4,0.35294117647058826,0.2857142857142857,0.2727272727272727,0.22
CA HERNANDEZ CALIFORNIA,49,0.0,0.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WA Thunder Basin,16,1716.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,58,485.3833333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,91,960.3496932515337,1027.111111111111,1057.8,1047.0,1002.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,21,1044.1795302013422,974.0588235294117,962.6666666666666,992.7941176470588,1008.3333333333334,971.48,999.4848484848485,1013.7027027027027,1009.25,989.8214285714286,991.3636363636364,932.0576923076923
